id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country_name,seller_address_state_name,seller_address_city_name,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,ITEM_CONDITION,MODEL,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture
MCO605858176,MCO,Vaso Taza Mug Caballero Guerrero Medieval Coleccionable,62900,,COP,50,5,buy_it_now,gold_pro,2041-01-30T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-605858176-vaso-taza-mug-caballero-guerrero-medieval-coleccionable-_JM,http://http2.mlstatic.com/D_752043-MCO44806775387_022021-I.jpg,752043-MCO44806775387_022021,True,,MCO166167,,MCO-MUGS,,28,True,,,,,,211971273,,,False,False,,MCO605858176,"[{'id': '5', 'type': 'standard', 'amount': 62900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-08T15:14:10Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,5241.67,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,[],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,4,Nuevo,No aplica,4,0,0,1
MCO630945375,MCO,Mug Pocillo Mágico Homero Esta Taza Ya Tiene Dueño Simpsons,20805,,COP,50,25,buy_it_now,gold_pro,2041-05-30T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-630945375-mug-pocillo-magico-homero-esta-taza-ya-tiene-dueno-simpsons-_JM,http://http2.mlstatic.com/D_906355-MCO46267647244_062021-I.jpg,906355-MCO46267647244_062021,True,21900,MCO166167,,MCO-MUGS,,27,True,,,,,,291088293,,,False,False,,MCO630945375,"[{'id': '1', 'type': 'standard', 'amount': 21900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-06-04T04:33:17Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '7', 'type': 'promotion', 'amount': 20805, 'regular_amount': 21900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:42Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,1733.75,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,[],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Nuevo,Los Simpson No toque Mi Taza,4,0,0,1
MCO630946105,MCO,Mug Pocillo Homero Esta Taza Ya Tiene Dueño The Simpsons,17955,,COP,50,50,buy_it_now,gold_pro,2041-05-30T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-630946105-mug-pocillo-homero-esta-taza-ya-tiene-dueno-the-simpsons-_JM,http://http2.mlstatic.com/D_811595-MCO46267535758_062021-I.jpg,811595-MCO46267535758_062021,True,18900,MCO166167,,MCO-MUGS,,26,True,,,,,,291088293,,,False,False,,MCO630946105,"[{'id': '5', 'type': 'standard', 'amount': 18900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-06T00:29:51Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '7', 'type': 'promotion', 'amount': 17955, 'regular_amount': 18900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:11:02Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '8', 'type': 'promotion', 'amount': 17010, 'regular_amount': 18900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:11:02Z', 'conditions': {'context_restrictions': ['buyer_loyalty_3'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '9', 'type': 'promotion', 'amount': 17010, 'regular_amount': 18900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:11:02Z', 'conditions': {'context_restrictions': ['buyer_loyalty_4'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '10', 'type': 'promotion', 'amount': 17010, 'regular_amount': 18900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:11:02Z', 'conditions': {'context_restrictions': ['buyer_loyalty_5'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '11', 'type': 'promotion', 'amount': 17010, 'regular_amount': 18900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:11:02Z', 'conditions': {'context_restrictions': ['buyer_loyalty_6'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,1496.25,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,[],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Nuevo,Los Simpson No toque Mi Taza,4,0,0,1
MCO580464685,MCO,Mug Pocillo 10 Oz Plástico Resistente Set X 4 Unidades,20900,,COP,1,25,buy_it_now,gold_pro,2040-08-27T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-580464685-mug-pocillo-10-oz-plastico-resistente-set-x-4-unidades-_JM,http://http2.mlstatic.com/D_981480-MCO43337614019_092020-I.jpg,981480-MCO43337614019_092020,True,,MCO166167,,MCO-MUGS,,25,True,,,,,,476656676,,,False,False,,MCO580464685,"[{'id': '1', 'type': 'standard', 'amount': 20900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-08-11T00:39:18Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1741.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ0NJVTQ0NjQx,Ciudad Bolivar,False,me2,[],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Ciudad Bolivar,,,4,Nuevo,MUG,5,0,1,1
MCO586542564,MCO,Mug Wolrd Best Boss Michael Scott The Office,22161,,COP,500,50,buy_it_now,gold_pro,2040-09-29T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-586542564-mug-wolrd-best-boss-michael-scott-the-office-_JM,http://http2.mlstatic.com/D_740831-MCO48322451259_112021-I.jpg,740831-MCO48322451259_112021,True,24900,MCO166167,,MCO-MUGS,,24,True,,,,,,164028963,,,False,False,,MCO586542564,"[{'id': '68142c79-0985-4f36-b2bc-c4c4b106a0d9', 'type': 'standard', 'amount': 24900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-10-04T13:43:17Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '1', 'type': 'promotion', 'amount': 21165, 'regular_amount': 24900, 'currency_id': 'COP', 'last_updated': '2022-02-04T17:30:40Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-04T17:29:39Z', 'end_time': '2022-03-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO4175004', 'promotion_id': 'MCO586542564-13808cb4-4537-42d7-9fed-6bcf162c56b9', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 996, 'campaign_discount_percentage': 15, 'campaign_end_date': '2022-03-01T04:00:00Z', 'order_item_price': 22161}}]",{'display_currency': 'COP'},[],[],[],12,1846.75,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NVQjUzNzQ4,Suba,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Suba,,,6,Nuevo,92700,4,0,0,1
MCO597504591,MCO,Mug Pocillo Mágico Star Wars Baby Yoda,20805,,COP,500,100,buy_it_now,gold_pro,2040-12-01T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-597504591-mug-pocillo-magico-star-wars-baby-yoda-_JM,http://http2.mlstatic.com/D_896112-MCO46206350023_052021-O.jpg,896112-MCO46206350023_052021,True,21900,MCO166167,,MCO-MUGS,,23,False,,,,,,291088293,,,False,False,,MCO597504591,"[{'id': '12', 'type': 'standard', 'amount': 21900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-06T01:43:09Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '14', 'type': 'promotion', 'amount': 20805, 'regular_amount': 21900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:01Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '15', 'type': 'promotion', 'amount': 19710, 'regular_amount': 21900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:01Z', 'conditions': {'context_restrictions': ['buyer_loyalty_3'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '16', 'type': 'promotion', 'amount': 19710, 'regular_amount': 21900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:01Z', 'conditions': {'context_restrictions': ['buyer_loyalty_4'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '17', 'type': 'promotion', 'amount': 19710, 'regular_amount': 21900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:01Z', 'conditions': {'context_restrictions': ['buyer_loyalty_5'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '18', 'type': 'promotion', 'amount': 19710, 'regular_amount': 21900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:01Z', 'conditions': {'context_restrictions': ['buyer_loyalty_6'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,1733.75,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,[],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Nuevo,Mandalorian Baby Yoda Mágico,4,0,0,1
MCO579229285,MCO, Pocillo Mug Tipo Lente Camara Térmico,33500,,COP,1,5,buy_it_now,gold_pro,2041-04-24T20:44:56.000Z,new,https://articulo.mercadolibre.com.co/MCO-579229285-pocillo-mug-tipo-lente-camara-termico-_JM,http://http2.mlstatic.com/D_952676-MCO45759688100_042021-I.jpg,952676-MCO45759688100_042021,True,,MCO166167,,MCO-MUGS,,22,True,,,,,,414170657,,,False,False,,MCO579229285,"[{'id': '5', 'type': 'standard', 'amount': 33500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-29T14:52:51Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,2791.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Martires,,,4,Nuevo,8OZ,6,1,1,1
MCO607856532,MCO,Mugs Friends,21666,,COP,1,25,buy_it_now,gold_special,2041-02-11T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-607856532-mugs-friends-_JM,http://http2.mlstatic.com/D_682522-MCO42172762951_062020-I.jpg,682522-MCO42172762951_062020,True,,MCO166167,,MCO-MUGS,,21,True,,,,,,163020573,,,False,False,,MCO607856532,"[{'id': '2', 'type': 'standard', 'amount': 21666, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-19T02:12:41Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,601.83,0,COP,CO-DC,Bogotá D.C.,TUNPQ1VTQTY3MTQ1,Usaquén,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Usaquén,,,3,Nuevo,Geeks,6,1,1,1
MCO581350217,MCO,12 Mugs Pocillo Blanco Sublimación 11 Onzas  Aaa,84900,,COP,5000,50,buy_it_now,gold_special,2040-09-02T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-581350217-12-mugs-pocillo-blanco-sublimacion-11-onzas-aaa-_JM,http://http2.mlstatic.com/D_826844-MCO31005404818_062019-I.jpg,826844-MCO31005404818_062019,True,,MCO166167,,MCO-MUGS,,20,True,,,,,,240069371,,,False,False,,MCO581350217,"[{'id': '8', 'type': 'standard', 'amount': 84900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-10T13:40:19Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,2358.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,True,me2,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Martires,,,4,Nuevo,,6,1,1,1
MCO601278380,MCO,Mug/pocillo Magico El Principito Cuento Literatura Regalo,20900,,COP,500,25,buy_it_now,gold_pro,2041-01-06T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-601278380-mugpocillo-magico-el-principito-cuento-literatura-regalo-_JM,http://http2.mlstatic.com/D_860267-MCO47864532620_102021-I.jpg,860267-MCO47864532620_102021,True,22000,MCO166167,,MCO-MUGS,,19,True,,,,,,291088293,,,False,False,,MCO601278380,"[{'id': 'a9cc69a4-f3de-4d89-8618-36dc1e837085', 'type': 'standard', 'amount': 22000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-01-11T23:44:25Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'promotion', 'amount': 20900, 'regular_amount': 22000, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:22Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,1741.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,[],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Nuevo,El principito,4,0,0,1
MCO599261597,MCO,Mug Green Fabricado  Bambú Amigable Con El Medio Ambiente ,23000,,COP,100,50,buy_it_now,gold_pro,2040-12-18T00:35:32.000Z,new,https://articulo.mercadolibre.com.co/MCO-599261597-mug-green-fabricado-bambu-amigable-con-el-medio-ambiente-_JM,http://http2.mlstatic.com/D_713630-MCO44536384840_012021-O.jpg,713630-MCO44536384840_012021,True,,MCO166167,,MCO-MUGS,,18,False,,,,,,478038662,,,False,False,,MCO599261597,"[{'id': '10', 'type': 'standard', 'amount': 23000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-02T15:13:14Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1916.67,0,COP,CO-ANT,Antioquia,TUNPQ0VOVjU5YjYx,Envigado,False,me2,[],drop_off,False,,,,,Colombia,Antioquia,Envigado,,,4,Nuevo,GREEN CUP,5,0,1,1
MCO611319950,MCO,Mini Mug En Acero Con Tapa 180ml Cafe Ofina ,21900,,COP,50,100,buy_it_now,gold_pro,2041-03-05T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-611319950-mini-mug-en-acero-con-tapa-180ml-cafe-ofina-_JM,http://http2.mlstatic.com/D_869274-MCO45160192430_032021-I.jpg,869274-MCO45160192430_032021,True,,MCO166167,,MCO-MUGS,,17,True,,,,,,304426947,,,False,False,,MCO611319950,"[{'id': '3', 'type': 'standard', 'amount': 21900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-14T04:11:28Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1825.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ1BVRTg0NTU0,Puente Aranda,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Puente Aranda,,,4,Nuevo,VA-271,5,0,1,1
MCO578046467,MCO,Vaso Pocillo Batidor Mezclador Mug Elèctrico Acero,23900,,COP,1,25,buy_it_now,gold_special,2040-08-14T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-578046467-vaso-pocillo-batidor-mezclador-mug-electrico-acero-_JM,http://http2.mlstatic.com/D_692778-MCO43211206385_082020-I.jpg,692778-MCO43211206385_082020,True,,MCO166167,,MCO-MUGS,,16,True,,,,,,406532537,,,False,False,,MCO578046467,"[{'id': '3', 'type': 'standard', 'amount': 23900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-21T18:48:46Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,663.89,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,[],xd_drop_off,False,,,,,Colombia,Antioquia,Medellín,,,2,Nuevo,ELECTRICO,6,1,1,1
MCO575128993,MCO,Vaso Mezclador Eléctrico Taza Batidor Self Mug Para Liquido ,54990,,COP,1,25,buy_it_now,gold_special,2040-07-31T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-575128993-vaso-mezclador-electrico-taza-batidor-self-mug-para-liquido-_JM,http://http2.mlstatic.com/D_978849-MCO45597537719_042021-I.jpg,978849-MCO45597537719_042021,True,,MCO166167,,MCO-MUGS,,15,True,,,,,,165725723,,,False,False,,MCO575128993,"[{'id': '1', 'type': 'standard', 'amount': 54990, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-09T22:53:47Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,1527.5,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Martires,,,3,Nuevo,,5,0,1,1
MCO813156949,MCO,Mug Pocillo Mágico Friends Personalizado Con Tu Nombre Taza,20805,,COP,500,25,buy_it_now,gold_pro,2041-09-20T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-813156949-mug-pocillo-magico-friends-personalizado-con-tu-nombre-taza-_JM,http://http2.mlstatic.com/D_837964-MCO47644855714_092021-I.jpg,837964-MCO47644855714_092021,True,21900,MCO166167,,MCO-MUGS,,14,True,,,,,,291088293,,,False,False,,MCO813156949,"[{'id': '2', 'type': 'standard', 'amount': 21900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-16T01:20:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '4', 'type': 'promotion', 'amount': 20805, 'regular_amount': 21900, 'currency_id': 'COP', 'last_updated': '2022-02-17T01:12:37Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,1733.75,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,False,me2,[],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,4,Nuevo,Friends Serie Personalizado Regalo Central Perk,5,1,0,1
