id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country_name,seller_address_state_name,seller_address_city_name,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,ITEM_CONDITION,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture,BRAND
MCO580987670,MCO,Disfraz Mariposa Falda Alas Diadema Niñas Halloween Od501,24900,,COP,1,100,buy_it_now,gold_pro,2040-08-30T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-580987670-disfraz-mariposa-falda-alas-diadema-ninas-halloween-od501-_JM,http://http2.mlstatic.com/D_926924-MCO43373936433_092020-O.jpg,926924-MCO43373936433_092020,True,,MCO118203,,MCO-COSTUMES,,31,False,,,,,,106449348,,,False,False,,MCO580987670,"[{'id': '1', 'type': 'standard', 'amount': 24900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-08-23T17:06:04Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,2075.0,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,[],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,2,Nuevo,5,0,1,1,
MCO651096545,MCO,"Capa Cosplay De Akatsuki, Disfraz De Anime, Naruto Adulto",90250,,COP,250,25,buy_it_now,gold_pro,2041-07-24T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-651096545-capa-cosplay-de-akatsuki-disfraz-de-anime-naruto-adulto-_JM,http://http2.mlstatic.com/D_847552-MCO46906480714_072021-O.jpg,847552-MCO46906480714_072021,True,95000,MCO118203,,MCO-COSTUMES,,30,False,,,,,,542982810,,,False,False,,MCO651096545,"[{'id': '5', 'type': 'standard', 'amount': 95000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-12T17:59:03Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '13', 'type': 'promotion', 'amount': 90250, 'regular_amount': 95000, 'currency_id': 'COP', 'last_updated': '2022-02-12T17:31:22Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],12,7520.83,0,COP,CO-DC,Bogotá D.C.,TUNPQ0tFTjQyODYy,Kennedy,True,me2,['mandatory_free_shipping'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Kennedy,,,2,Nuevo,5,0,1,1,SAN LAURENT
MCO816041847,MCO,Gorro Sombrero Pirata Disfraz Halloween,12000,,COP,50,25,buy_it_now,gold_pro,2041-09-25T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-816041847-gorro-sombrero-pirata-disfraz-halloween-_JM,http://http2.mlstatic.com/D_771476-MCO47714404244_092021-O.jpg,771476-MCO47714404244_092021,True,,MCO118203,,MCO-COSTUMES,,29,False,,,,,,153470050,,,False,False,,MCO816041847,"[{'id': '1', 'type': 'standard', 'amount': 12000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-30T17:57:25Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'standard', 'amount': 10000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-30T17:57:25Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1000.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,2,Nuevo,5,0,1,1,Genérica
MCO811133859,MCO,Diadema Angel Blanca Balaca Aureola Disfraz Para Halloween,8900,,COP,1,25,buy_it_now,gold_pro,2041-09-16T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-811133859-diadema-angel-blanca-balaca-aureola-disfraz-para-halloween-_JM,http://http2.mlstatic.com/D_873392-MCO47586085601_092021-O.jpg,873392-MCO47586085601_092021,True,,MCO118203,,MCO-COSTUMES,,28,False,,,,,,632236208,,,False,False,,MCO811133859,"[{'id': '1', 'type': 'standard', 'amount': 8900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-21T17:21:26Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,741.67,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,[],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,2,Nuevo,5,0,1,1,Genérica
MCO487816625,MCO,Set Disfraz Parche Pirata + Pañoleta + Pendiente ,5990,,COP,1,150,buy_it_now,gold_special,2038-10-04T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-487816625-set-disfraz-parche-pirata-panoleta-pendiente-_JM,http://http2.mlstatic.com/D_688350-MCO28331762648_102018-I.jpg,688350-MCO28331762648_102018,True,,MCO118203,,MCO-COSTUMES,,27,True,,,,,,17691737,,,False,False,,MCO487816625,"[{'id': '85531293-dfe8-4e82-a84b-98159778444c', 'type': 'standard', 'amount': 5990, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-09-03T21:58:39Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,166.39,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,[],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,1,Nuevo,5,0,1,1,
MCO813254852,MCO,"Calabazas - Baldes Plásticos Dulces 7,5cm X 4cm  Pack 12und",12500,,COP,500,25,buy_it_now,gold_pro,2041-09-20T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-813254852-calabazas-baldes-plasticos-dulces-75cm-x-4cm-pack-12und-_JM,http://http2.mlstatic.com/D_758092-MCO47647585060_092021-O.jpg,758092-MCO47647585060_092021,True,,MCO118203,,MCO-COSTUMES,,26,False,,,,,,153470050,,,False,False,,MCO813254852,"[{'id': '3', 'type': 'standard', 'amount': 12500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-13T17:16:10Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'standard', 'amount': 11500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-13T17:16:09Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1041.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,2,Nuevo,5,0,1,1,Genérica
MCO532450902,MCO,Gorra Mario Bros O Luigi Adulto O Niño Escoge La Tuya Mnr,17900,,COP,1,250,buy_it_now,gold_special,2039-08-25T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-532450902-gorra-mario-bros-o-luigi-adulto-o-nino-escoge-la-tuya-mnr-_JM,http://http2.mlstatic.com/D_935892-MCO43703840128_102020-O.jpg,935892-MCO43703840128_102020,True,,MCO118203,,MCO-COSTUMES,,25,False,,,,,,5329553,,,False,False,,MCO532450902,"[{'id': '1', 'type': 'standard', 'amount': 17900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-04-04T23:37:41Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,497.22,0,COP,CO-SAN,Santander,TUNPQ0JVQzkzMTE4,Bucaramanga,False,me2,[],drop_off,False,,,,,Colombia,Santander,Bucaramanga,,,2,Nuevo,5,0,1,1,HAT
MCO650961812,MCO,Tunica Capa Harry Potter 4 Escuelas Hogwarts Talla Niños,90000,,COP,500,100,buy_it_now,gold_pro,2041-07-23T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-650961812-tunica-capa-harry-potter-4-escuelas-hogwarts-talla-ninos-_JM,http://http2.mlstatic.com/D_601599-MCO46900814912_072021-O.jpg,601599-MCO46900814912_072021,True,,MCO118203,,MCO-COSTUMES,,24,False,,,,,,542982810,,,False,False,,MCO650961812,"[{'id': '34', 'type': 'standard', 'amount': 90000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-13T03:46:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '37', 'type': 'promotion', 'amount': 85500, 'regular_amount': 90000, 'currency_id': 'COP', 'last_updated': '2022-01-06T04:22:14Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-10T05:00:00Z', 'end_time': '2022-01-11T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1429590-MCO650961812', 'promotion_type': 'deal_of_the_day'}}]",{'display_currency': 'COP'},[],[],[],12,7500.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ0tFTjQyODYy,Kennedy,True,me2,['mandatory_free_shipping'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Kennedy,,,2,Nuevo,4,0,0,1,SAN LAURENT
MCO593310285,MCO,Disfraz Vestido Reina De Nieves,55000,,COP,1,100,buy_it_now,gold_special,2040-10-30T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-593310285-disfraz-vestido-reina-de-nieves-_JM,http://http2.mlstatic.com/D_756962-MCO43042274717_082020-O.jpg,756962-MCO43042274717_082020,True,,MCO118203,,MCO-COSTUMES,,23,False,,,,,,165497740,,,False,False,,MCO593310285,"[{'id': '6', 'type': 'standard', 'amount': 55000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-11T17:05:46Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,1527.78,0,COP,CO-VAC,Valle Del Cauca,TUNPQ0NBTDYyZDA0,Cali,False,me2,[],xd_drop_off,False,,,,,Colombia,Valle Del Cauca,Cali,,,2,Nuevo,5,0,1,1,Genérica
MCO651096449,MCO,"Capa Cosplay De Akatsuki, Disfraz De Anime, Naruto Niños",100000,,COP,500,100,buy_it_now,gold_pro,2041-07-24T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-651096449-capa-cosplay-de-akatsuki-disfraz-de-anime-naruto-ninos-_JM,http://http2.mlstatic.com/D_847552-MCO46906480714_072021-O.jpg,847552-MCO46906480714_072021,True,,MCO118203,,MCO-COSTUMES,,22,False,,,,,,542982810,,,False,False,,MCO651096449,"[{'id': '28', 'type': 'standard', 'amount': 100000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-11T18:38:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '30', 'type': 'promotion', 'amount': 95000, 'regular_amount': 100000, 'currency_id': 'COP', 'last_updated': '2022-01-15T14:55:27Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-16T05:00:00Z', 'end_time': '2022-01-23T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1471662-MCO651096449', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],12,8333.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ0tFTjQyODYy,Kennedy,True,me2,['mandatory_free_shipping'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Kennedy,,,2,Nuevo,5,0,1,1,SAN LAURENT
MCO588899657,MCO,Disfraz Safari Explorador Kit Juego Rol Set Niños Juguetes,86000,,COP,1,200,buy_it_now,gold_pro,2040-10-08T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-588899657-disfraz-safari-explorador-kit-juego-rol-set-ninos-juguetes-_JM,http://http2.mlstatic.com/D_698257-MLA48673121986_122021-O.jpg,698257-MLA48673121986_122021,True,,MCO118203,,MCO-COSTUMES,,21,False,,,,,,184095197,,,False,False,,MCO588899657,"[{'id': '1', 'type': 'standard', 'amount': 86000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-11T07:20:11Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,7166.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1JBRjkyNTA2,Rafael Uribe Uribe,True,me2,"['self_service_in', 'fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021', 'mandatory_free_shipping']",xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Rafael Uribe Uribe,,,2,Nuevo,6,1,1,1,PLÁSTICOS VES S.A.S
MCO810825673,MCO,Disfraz  Harley Quinn Niña Halloween,115000,,COP,250,25,buy_it_now,gold_pro,2041-09-15T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-810825673-disfraz-harley-quinn-nina-halloween-_JM,http://http2.mlstatic.com/D_933217-MCO47576606880_092021-O.jpg,933217-MCO47576606880_092021,True,,MCO118203,,MCO-COSTUMES,,20,False,,,,,,153470050,,,False,False,,MCO810825673,"[{'id': '1', 'type': 'standard', 'amount': 115000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-20T20:13:48Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'standard', 'amount': 105000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-09-20T20:13:48Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,9583.33,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,True,me2,"['self_service_in', 'mandatory_free_shipping']",cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,2,Nuevo,5,0,1,1,Genérica
MCO500511641,MCO,Balaca Diadema De Flores Catrina Hora Loca Hawaiana Mexicana,5999,,COP,500,50,buy_it_now,gold_pro,2039-01-05T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-500511641-balaca-diadema-de-flores-catrina-hora-loca-hawaiana-mexicana-_JM,http://http2.mlstatic.com/D_866949-MCO29138054866_012019-I.jpg,866949-MCO29138054866_012019,True,,MCO118203,,MCO-COSTUMES,,19,True,,,,,,327773559,,,False,False,,MCO500511641,"[{'id': 'd7c79b98-3877-461a-8317-9df6b4920f71', 'type': 'standard', 'amount': 5999, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-10-05T23:20:15Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,499.92,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_out'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,1,Nuevo,5,0,1,1,
MCO586987065,MCO,Arañas Para Decoración Halloween Fiestas Octubre,4500,,COP,1,50,buy_it_now,gold_pro,2041-09-23T16:04:34.000Z,new,https://articulo.mercadolibre.com.co/MCO-586987065-aranas-para-decoracion-halloween-fiestas-octubre-_JM,http://http2.mlstatic.com/D_626543-MCO43681857114_102020-O.jpg,626543-MCO43681857114_102020,True,,MCO118203,,MCO-COSTUMES,,18,False,,,,,,556020326,,,False,False,,MCO586987065,"[{'id': '82fb40f7-a17b-4b1e-bdac-d76bc28890bf', 'type': 'standard', 'amount': 4500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-10-06T15:27:31Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,375.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ0FOVDMyNjIx,Antonio Nariño,False,me2,['self_service_in'],xd_drop_off,False,,,,,Colombia,Bogotá D.C.,Antonio Nariño,,,2,Nuevo,5,0,1,1,
MCO821500979,MCO,Disfraz Set Diadema Orejas Corbatin Cola Coneja Playboy Sexy,8990,,COP,150,25,buy_it_now,gold_special,2041-10-10T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-821500979-disfraz-set-diadema-orejas-corbatin-cola-coneja-playboy-sexy-_JM,http://http2.mlstatic.com/D_858396-MCO47888903902_102021-O.jpg,858396-MCO47888903902_102021,True,,MCO118203,,MCO-COSTUMES,,17,False,,,,,,17691737,,,False,False,,MCO821500979,"[{'id': '1', 'type': 'standard', 'amount': 8990, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-15T17:01:05Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],36,249.72,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,[],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,2,Nuevo,6,1,1,1,Genérica
MCO592626578,MCO,¡   Colmillos De Vampiro 2 Unidades Para Halloween   !!,9700,,COP,1,250,buy_it_now,gold_pro,2040-10-25T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-592626578--colmillos-de-vampiro-2-unidades-para-halloween--_JM,http://http2.mlstatic.com/D_791717-MCO46397346292_062021-O.jpg,791717-MCO46397346292_062021,True,,MCO118203,,MCO-COSTUMES,,16,False,,,,,,70087856,,,False,False,,MCO592626578,"[{'id': '31', 'type': 'standard', 'amount': 9700, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-05T15:53:51Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '34', 'type': 'promotion', 'amount': 7760, 'regular_amount': 9700, 'currency_id': 'COP', 'last_updated': '2022-02-02T23:19:37Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-29T13:00:00Z', 'end_time': '2022-02-08T13:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO3492001', 'promotion_id': 'MCO592626578-d72af232-b5ca-453d-b2bd-1ea6229ce58e', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 234, 'campaign_discount_percentage': 20, 'campaign_end_date': '2022-02-08T13:00:00Z', 'order_item_price': 7994}}]",{'display_currency': 'COP'},[],[],[],12,808.33,0,COP,CO-SAN,Santander,TUNPQ0ZMTzcwZTNh,Floridablanca,False,me2,['fulfillment'],fulfillment,False,,,,,Colombia,Santander,Floridablanca,,,2,Nuevo,6,0,1,1,Fang Vamp
MCO581494979,MCO,Disfraz Mariposa Falda Alas Diadema Niñas Halloween Od501,24900,,COP,1,150,buy_it_now,gold_pro,2040-09-03T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-581494979-disfraz-mariposa-falda-alas-diadema-ninas-halloween-od501-_JM,http://http2.mlstatic.com/D_616178-MCO43406610661_092020-O.jpg,616178-MCO43406610661_092020,True,,MCO118203,,MCO-COSTUMES,,15,False,,,,,,108098646,,,False,False,,MCO581494979,"[{'id': '1', 'type': 'standard', 'amount': 24900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-08-23T17:04:03Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,2075.0,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,False,me2,[],cross_docking,False,,,,,Colombia,Antioquia,Medellín,,,2,Nuevo,5,0,1,1,
MCO594388550,MCO,Capa Traje Disfraz Akatsuki Itachi Anime Naruto Cosplay,141550,,COP,100,250,buy_it_now,gold_special,2040-11-07T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-594388550-capa-traje-disfraz-akatsuki-itachi-anime-naruto-cosplay-_JM,http://http2.mlstatic.com/D_729399-MCO44062357813_112020-O.jpg,729399-MCO44062357813_112020,True,149000,MCO118203,,MCO-COSTUMES,,14,False,,,,,,119186750,,,False,False,,MCO594388550,"[{'id': '10', 'type': 'standard', 'amount': 149000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-27T14:42:55Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '11', 'type': 'promotion', 'amount': 141550, 'regular_amount': 149000, 'currency_id': 'COP', 'last_updated': '2022-01-28T01:58:27Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,3931.94,0,COP,CO-ANT,Antioquia,TUNPQ01FRGRjNjc4,Medellín,True,me2,['mandatory_free_shipping'],xd_drop_off,False,,,,,Colombia,Antioquia,Medellín,,,2,Nuevo,5,1,0,1,
MCO489646517,MCO,Disfraz La Casa De Papel Salvador Dalí Hombre Mujer,60000,,COP,1,100,buy_it_now,gold_pro,2038-10-16T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-489646517-disfraz-la-casa-de-papel-salvador-dali-hombre-mujer-_JM,http://http2.mlstatic.com/D_861478-MCO28444586793_102018-I.jpg,861478-MCO28444586793_102018,True,,MCO118203,,MCO-COSTUMES,,13,True,,,,,,153470050,,,False,False,,MCO489646517,"[{'id': '73c25302-8859-483d-b31b-b3bd4fe55107', 'type': 'standard', 'amount': 60000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-10-05T21:23:58Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,5000.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,1,Nuevo,5,0,1,1,
MCO590759229,MCO,Disfraz  Luigi Adulto Halloween,80000,,COP,1,50,buy_it_now,gold_pro,2040-10-16T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-590759229-disfraz-luigi-adulto-halloween-_JM,http://http2.mlstatic.com/D_960084-MCO43829189972_102020-O.jpg,960084-MCO43829189972_102020,True,,MCO118203,,MCO-COSTUMES,,12,False,,,,,,153470050,,,False,False,,MCO590759229,"[{'id': 'f726f1c7-4c8b-472d-8f25-805a2601ff02', 'type': 'standard', 'amount': 80000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2020-10-22T03:13:39Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,6666.67,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,True,me2,"['self_service_in', 'fs_threshold_mco_change_apr2021', 'fs_threshold_mco_change_jul2021', 'mandatory_free_shipping']",cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,1,Nuevo,5,0,1,1,
MCO490047132,MCO,Escudo Disfraz Capitan America Niño,13500,,COP,50,150,buy_it_now,gold_pro,2038-10-19T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-490047132-escudo-disfraz-capitan-america-nino-_JM,http://http2.mlstatic.com/D_960268-MCO32460665195_102019-I.jpg,960268-MCO32460665195_102019,True,,MCO118203,,MCO-COSTUMES,,11,True,,,,,,153470050,,,False,False,,MCO490047132,"[{'id': '1', 'type': 'standard', 'amount': 13500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-08-23T14:14:06Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",{'display_currency': 'COP'},[],[],[],12,1125.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_in'],cross_docking,False,,,,,Colombia,Bogotá D.C.,Santa Fe,,,1,Nuevo,6,1,1,1,
